1	396	408
1	408	408
1	408	109
1	109	409
1	409	109
1	109	408
1	408	408
1	408	401
2	690	690
4	408	372
4	372	440
4	440	114
4	114	362
4	362	409
4	409	409
4	409	409
4	409	409
10	408	408
10	408	315
15	114	119
16	191	318
16	318	109
16	109	409
18	400	400
18	400	442
18	442	442
20	999	999
22	123	390
22	390	316
23	123	968
23	968	262
27	399	690
27	690	330
30	690	347
34	123	362
34	362	123
34	123	114
34	114	374
34	374	690
34	690	123
34	123	123
34	123	123
34	123	440
34	440	434
34	434	442
34	442	123
34	123	442
37	690	80
37	80	701
37	701	33
37	33	33
37	33	690
37	690	690
38	680	332
39	408	408
45	408	396
45	396	408
45	408	119
50	395	975
50	975	975
51	316	316
55	975	975
57	975	975
57	975	975
57	975	690
58	975	975
58	975	975
59	315	121
59	121	689
59	689	689
59	689	330
59	330	689
59	689	689
59	689	688
60	408	409
62	114	975
62	975	88
62	88	187
62	187	975
62	975	342
62	342	690
62	690	690
63	442	344
64	273	441
64	441	400
68	119	318
71	408	442
71	442	408
72	409	689
72	689	689
72	689	688
77	123	408
77	408	440
77	440	107
77	107	123
77	123	123
77	123	969
77	969	434
77	434	123
78	100	123
81	342	109
81	109	689
81	689	362
100	972	123
100	123	442
100	442	442
101	123	442
111	123	121
112	123	123
112	123	123
112	123	104
112	104	413
113	87	87
113	87	690
116	455	702
116	702	119
116	119	33
116	33	453
116	453	120
116	120	690
116	690	680
118	440	316
118	316	315
119	408	456
119	456	442
120	87	690
121	87	409
121	409	409
121	409	409
125	123	111
128	87	975
128	975	975
128	975	975
128	975	395
132	87	690
132	690	690
133	87	23
133	23	81
136	100	107
136	107	690
136	690	434
136	434	690
136	690	690
136	690	440
136	440	690
137	344	688
137	688	100
137	100	395
137	395	400
137	400	395
144	89	846
145	316	107
145	107	316
147	100	679
152	409	109
156	2	483
156	483	80
156	80	690
156	690	690
156	690	120
156	120	104
156	104	104
166	440	440
169	409	409
179	717	717
184	119	103
184	103	688
184	688	690
188	409	409
188	409	310
188	310	362
188	362	690
188	690	518
189	107	421
189	421	408
194	395	395
202	403	262
204	101	122
207	132	442
207	442	442
207	442	123
210	123	408
210	408	409
210	409	107
210	107	688
210	688	688
220	440	690
220	690	408
220	408	408
220	408	330
220	330	107
220	107	320
220	320	690
220	690	690
221	408	123
221	123	408
224	419	119
224	119	471
225	690	994
225	994	442
228	408	400
228	400	688
228	688	689
228	689	688
228	688	688
230	409	409
232	55	123
234	55	440
236	262	689
236	689	689
236	689	689
236	689	688
236	688	688
239	409	419
239	419	442
246	409	123
246	123	123
250	711	803
258	123	413
266	442	442
266	442	440
266	440	442
266	442	442
268	157	114
271	408	316
271	316	442
276	409	409
276	409	122
276	122	362
276	362	690
276	690	455
280	442	408
280	408	408
290	409	362
290	362	690
290	690	975
296	362	650
297	121	325
297	325	347
297	347	112
297	112	101
297	101	325
297	325	425
297	425	325
297	325	325
298	123	100
298	100	123
298	123	123
298	123	123
298	123	123
298	123	123
298	123	123
298	123	123
301	109	103
302	109	409
302	409	688
302	688	409
302	409	423
302	423	688
304	316	316
305	408	316
305	316	408
307	55	971
308	425	693
308	693	689
308	689	689
308	689	690
308	690	689
308	689	689
308	689	688
308	688	409
308	409	110
308	110	421
312	119	680
312	680	100
312	100	119
312	119	678
312	678	690
312	690	316
312	316	395
312	395	395
312	395	442
312	442	409
312	409	395
312	395	442
312	442	395
312	395	395
312	395	395
312	395	110
316	4	409
316	409	123
316	123	123
316	123	123
316	123	102
317	311	690
317	690	690
317	690	975
317	975	421
326	402	104
326	104	123
326	123	396
327	364	109
331	409	408
332	434	690
335	980	688
335	688	688
335	688	688
335	688	688
335	688	688
335	688	111
335	111	107
341	320	688
343	187	86
343	86	12
343	12	102
343	102	409
348	323	690
348	690	483
352	228	230
352	230	229
352	229	231
353	689	688
353	688	688
354	689	689
354	689	689
354	689	689
354	689	688
354	688	688
354	688	689
354	689	120
354	120	307
354	307	690
354	690	101
354	101	419
354	419	79
354	79	409
354	409	409
354	409	449
354	449	408
356	230	229
359	440	442
359	442	440
360	105	544
360	544	528
362	689	689
362	689	688
362	688	688
362	688	688
366	419	689
366	689	688
366	688	688
366	688	688
369	689	689
371	117	690
372	688	80
372	80	690
372	690	107
372	107	690
372	690	495
373	680	100
373	100	690
373	690	104
373	104	408
373	408	104
373	104	104
373	104	87
373	87	330
373	330	129
373	129	102
373	102	409
378	346	262
378	262	440
384	442	111
385	529	529
391	843	900
394	481	83
397	344	33
397	33	690
397	690	330
397	330	330
397	330	690
397	690	690
397	690	690
401	408	409
401	409	408
401	408	425
401	425	390
404	262	123
406	409	408
406	408	409
406	409	409
406	409	120
411	123	123
412	123	442
412	442	123
412	123	442
414	119	119
415	262	262
415	262	79
416	493	423
419	1	399
420	690	409
421	442	442
421	442	123
423	119	119
424	111	408
427	46	246
427	246	389
434	111	688
446	442	408
447	408	123
449	121	409
449	409	679
449	679	690
452	2	440
452	440	442
452	442	123
452	123	442
456	425	114
456	114	100
456	100	690
456	690	395
456	395	690
456	690	690
465	315	120
465	120	442
466	374	123
469	690	33
469	33	120
469	120	104
469	104	690
469	690	434
470	690	690
470	690	975
471	690	320
471	320	33
471	33	690
471	690	690
473	690	123
477	690	123
485	409	308
487	262	262
490	690	33
494	111	318
494	318	408
494	408	408
494	408	316
494	316	689
494	689	688
494	688	688
494	688	688
506	120	101
506	101	474
506	474	408
506	408	316
506	316	123
506	123	400
506	400	123
506	123	119
506	119	316
509	123	123
516	366	61
520	86	114
523	409	119
523	119	681
523	681	690
523	690	975
523	975	975
523	975	975
523	975	395
523	395	395
528	86	440
528	440	461
528	461	408
530	409	409
530	409	409
531	867	119
531	119	120
538	107	408
538	408	408
542	518	442
545	440	273
545	273	273
548	109	106
549	408	408
549	408	408
549	408	409
554	194	658
554	658	110
558	425	100
563	119	409
563	409	493
572	1	89
575	187	122
575	122	117
596	408	408
596	408	383
600	123	409
601	123	123
614	123	123
615	123	123
615	123	449
616	104	112
616	112	396
616	396	408
616	408	689
616	689	689
616	689	409
616	409	689
617	123	693
617	693	693
617	693	123
617	123	693
617	693	442
617	442	474
618	421	316
618	316	689
618	689	688
618	688	688
618	688	689
618	689	688
618	688	688
618	688	688
621	109	330
621	330	123
621	123	330
637	118	116
638	123	123
638	123	123
638	123	474
640	409	119
640	119	409
640	409	690
656	409	690
656	690	409
674	322	318
674	318	409
696	121	971
696	971	971
696	971	971
697	690	347
697	347	330
697	330	123
697	123	632
697	632	408
697	408	419
697	419	123
707	676	119
707	119	409
709	120	119
709	119	434
709	434	119
709	119	688
731	119	119
735	2	496
744	971	971
753	119	119
753	119	421
755	119	119
755	119	409
755	409	119
755	119	732
755	732	119
755	119	119
755	119	328
760	440	690
769	690	119
773	409	187
773	187	330
773	330	971
774	971	690
774	690	690
780	971	366
781	971	971
781	971	187
783	119	409
783	409	110
783	110	409
783	409	120
784	399	442
784	442	442
784	442	442
784	442	409
784	409	409
784	409	419
785	192	399
789	123	970
791	425	409
791	409	119
791	119	409
791	409	114
795	119	119
795	119	409
795	409	689
801	409	689
801	689	689
801	689	688
801	688	688
805	330	408
805	408	408
805	408	408
810	690	120
811	690	409
811	409	119
811	119	362
811	362	81
811	81	362
811	362	690
812	690	690
818	650	492
819	330	119
819	119	688
826	971	971
841	400	400
850	346	400
850	400	971
856	123	408
856	408	408
856	408	107
856	107	408
856	408	408
856	408	408
856	408	442
856	442	123
859	123	55
860	402	395
861	917	400
861	400	400
861	400	400
861	400	400
861	400	689
862	409	408
862	408	409
862	409	690
862	690	119
862	119	409
862	409	408
862	408	409
862	409	119
862	119	688
867	1	409
867	409	408
867	408	123
868	123	178
868	178	409
868	409	449
876	409	120
876	120	693
876	693	690
876	690	689
876	689	689
878	357	362
878	362	372
878	372	81
878	81	440
878	440	413
879	316	316
886	330	192
886	192	690
887	316	701
887	701	409
889	453	119
889	119	119
889	119	123
889	123	409
892	693	693
892	693	399
892	399	689
892	689	689
892	689	120
892	120	688
892	688	688
892	688	689
892	689	689
892	689	701
892	701	101
892	101	693
894	372	372
894	372	362
894	362	690
894	690	969
895	330	453
900	688	650
901	421	399
901	399	395
903	409	409
903	409	409
903	409	975
903	975	975
903	975	440
903	440	455
904	693	688
906	111	399
906	399	100
906	100	344
906	344	119
906	119	109
906	109	364
906	364	316
906	316	316
906	316	316
906	316	109
906	109	316
911	122	120
911	120	119
911	119	119
911	119	119
911	119	119
913	111	158
913	158	409
913	409	453
916	112	109
917	123	969
917	969	123
917	123	409
920	316	109
920	109	109
921	465	409
943	109	409
944	408	408
947	114	187
1027	409	689
1027	689	679
1027	679	688
1027	688	690
1027	690	690
1032	704	409
1059	971	921
1101	971	971
1101	971	971
1101	971	971
1102	442	693
1110	199	475
1113	971	971
1114	971	971
1114	971	971
1114	971	119
1114	119	971
1117	87	975
1118	971	971
1118	971	971
1118	971	971
1129	119	111
1130	119	119
1130	119	119
1130	119	119
1130	119	111
1130	111	119
1130	119	119
1130	119	119
1135	123	114
1137	179	318
1137	318	316
1137	316	409
1147	110	971
1147	971	971
1152	112	107
1152	107	408
1153	112	300
1153	300	111
1161	119	119
1161	119	33
1161	33	680
1161	680	688
1161	688	33
1161	33	481
1170	113	318
1224	33	82
1236	434	123
1236	123	123
1244	78	409
1251	408	408
1276	409	112
1285	690	690
1286	690	121
1286	121	690
1286	690	119
1286	119	106
1286	106	693
1287	688	518
1287	518	179
1287	179	113
1291	123	123
1291	123	409
1294	690	108
1294	108	104
1294	104	123
1294	123	346
1302	425	409
1302	409	409
1302	409	109
1302	109	690
1302	690	119
1308	317	690
1308	690	192
1341	122	440
1401	123	307
1403	100	678
1403	678	680
1403	680	344
1403	344	690
1403	690	102
1440	361	55
1441	455	104
1441	104	112
1441	112	108
1441	108	114
1467	482	85
1473	332	449
1473	449	123
1486	409	409
1487	85	440
1487	440	690
1487	690	690
1487	690	975
1487	975	975
1487	975	975
1487	975	109
1491	7	87
1491	87	100
1491	100	107
1491	107	679
1491	679	690
1502	690	975
1513	717	690
1513	690	690
1513	690	690
1513	690	100
1521	318	318
1530	395	188
1530	188	690
1530	690	690
1543	408	964
1543	964	316
1543	316	104
1559	318	318
1574	408	318
1574	318	408
1574	408	688
1574	688	318
1574	318	316
1574	316	396
1574	396	409
1574	409	409
1590	318	998
1604	119	455
1604	455	690
1604	690	111
1604	111	690
1604	690	690
1613	395	467
1613	467	690
1650	690	409
1650	409	330
1651	308	690
1676	346	397
1689	395	82
1693	395	690
1705	690	690
1705	690	650
1705	650	690
1705	690	690
1708	330	22
1708	22	690
1710	690	330
1710	330	395
1710	395	402
1710	402	112
1710	112	395
1712	690	690
1712	690	688
1712	688	689
1712	689	689
1712	689	688
1712	688	689
1713	688	688
1714	449	689
1714	689	690
1714	690	688
1714	688	688
1714	688	688
1714	688	971
1716	330	690
1716	690	690
1720	688	688
1720	688	688
1720	688	688
1722	689	688
1722	688	520
1723	688	688
1723	688	688
